uniprotID,Christiano_t1/2_(min)
P38138,264.00
P54786,263.50
Q08561,263.50
P40547,263.40
P16892,263.40
Q04066,263.00
P20457,263.00
P38770,262.80
P40856,262.60
P32341,262.40
P38342,262.40
P42847,262.30
Q12334,261.90
P38887,261.20
P38177,260.90
P28737,260.90
P38753,260.80
Q03529,260.50
P38204,260.40
P43606,260.30
P36029,259.50
P38824,258.30
P53188,258.20
P32448,257.70
Q12309,257.30
P07258,257.00
P32838,256.50
Q12027,256.50
P32830,256.40
P39005,255.30
Q06148,255.00
P08525,254.60
P20084,254.50
P53732,254.20
P32791,253.50
P40478,252.50
P40568,252.10
P40215,251.50
P25566,251.50
P14772,251.10
P53260,251.00
P41834,250.50
P25353,250.20
P36165,250.00
Q12251,249.70
P53281,249.00
Q03104,248.10
P40218,248.10
P40470,248.10
Q04500,247.30
Q08217,246.80
P47171,245.90
P40570,245.90
P09798,245.60
P40466,244.00
P53335,243.10
P50107,242.70
P16639,241.30
P36056,240.60
Q12476,240.10
P33421,239.70
P54115,237.90
P40034,237.80
P09620,237.80
P53251,237.70
P53185,237.10
P38288,236.20
P14724,236.00
P53724,235.50
P38809,235.30
P32491,235.10
P21524,234.90
Q08986,234.80
P40048,234.50
Q05854,233.30
P40052,233.00
P32191,232.80
Q07949,232.70
P43610,232.30
P53297,231.70
P04039,231.60
Q05937,231.30
P13902,230.60
Q06836,230.50
P38836,230.00
P38799,229.20
Q01896,228.00
P53171,227.70
P27809,226.50
P28320,226.50
P32490,225.80
P53854,224.60
Q06815,224.00
P29465,223.00
P27705,222.80
P25046,221.70
O75012,221.50
Q12161,221.50
Q03559,221.40
Q3E747,221.30
P16965,221.20
P31755,220.70
Q03649,219.60
Q06144,219.30
Q08949,218.90
P38856,218.10
Q8J0M4,217.70
Q12513,217.00
P21339,216.80
Q3E793,216.60
P32336,214.50
P40050,214.40
P38631,214.40
P38994,213.30
P53551,212.60
P36085,212.40
Q04839,212.10
P13134,210.90
P40033,210.80
P46943,209.50
P38904,209.20
P53174,209.20
P50087,207.80
Q08967,207.10
P25454,205.70
P18634,204.00
P80667,203.80
P21192,203.40
P47072,203.20
Q12192,203.10
Q12393,200.10
Q06580,199.70
P22470,199.20
P32465,198.20
P34219,197.70
P87108,197.10
P40522,196.00
P03872,195.80
P46367,195.70
P14682,195.50
P47007,194.60
Q12259,193.10
P53301,192.40
P38331,192.10
Q08492,189.80
Q07655,189.20
P40460,188.60
P53189,188.50
P38691,187.90
P53733,187.90
P53334,187.30
Q02521,186.90
P36533,186.90
P00424,185.80
P32798,185.40
Q07454,184.80
P27810,184.70
P41696,184.50
P38301,184.20
P32389,182.10
Q03081,181.80
P40078,181.30
P32917,181.30
P07249,181.00
P23500,180.80
P38086,180.30
Q08932,178.80
P38297,178.70
P19880,178.60
P40059,178.50
Q08923,177.90
P05759,177.80
P21957,177.50
P39016,176.80
P32623,175.50
Q06349,174.40
Q07800,173.10
Q08760,172.30
P38749,172.10
P20840,171.90
P07270,171.70
P43574,170.30
P48813,170.20
P13587,170.20
P38345,169.80
P13433,169.40
P53899,168.70
P22133,168.00
P32900,168.00
P26364,167.80
P36169,167.30
Q03655,166.90
P32486,166.50
P23900,166.30
P40480,165.00
P38987,164.30
P36002,163.50
P53045,163.30
Q12442,161.40
Q03036,160.40
Q12263,159.40
P38843,159.40
P32047,159.30
P10614,158.70
Q08004,158.60
P32432,158.60
P38841,158.50
P81451,157.60
P53388,156.70
P26448,156.20
P53752,155.80
P38068,155.20
Q03446,154.70
Q03772,154.60
P43634,154.40
P53857,154.00
P39106,153.40
P37299,153.30
P36152,153.10
P07255,153.10
P07248,152.80
Q06681,152.80
P40546,151.90
P38180,151.60
P46974,151.60
Q03233,150.70
P38236,149.80
P53065,148.70
P39535,148.40
P35056,148.20
P42223,148.10
O43137,147.30
P53939,146.40
P53721,145.30
Q12438,145.10
Q8TGU7,144.80
P38200,144.70
P38202,144.50
P39548,144.40
Q03419,144.10
P38993,143.90
P0C2J0,143.20
P53970,142.50
P33306,141.90
P38814,140.10
Q06070,138.70
P54070,138.60
P23059,138.60
P36078,137.50
P32799,136.90
P42944,136.80
Q04951,135.10
Q03697,134.40
Q12436,134.10
P38131,134.10
P0CE41,134.00
P40523,133.00
O13547,132.70
P29056,130.30
P38881,130.00
P48564,129.50
P40476,129.00
P32353,128.90
P35193,128.80
P48581,128.20
Q12043,127.90
P25370,127.30
P54781,126.70
Q12013,126.50
P38248,124.80
P53955,124.40
Q12082,123.70
P40578,122.10
P08432,121.90
Q04007,121.90
Q07986,121.80
Q06810,120.80
Q3E7A4,120.40
P19807,120.00
P23250,119.30
Q06651,119.10
Q04925,117.60
P39551,117.10
Q07824,115.60
Q03785,113.20
P33749,113.00
Q12355,112.20
P38239,112.10
P38778,110.40
P38806,110.00
P53285,108.80
P38723,107.50
Q08157,107.20
P40463,106.90
P14737,104.60
P38928,102.50
Q04922,102.50
P38196,101.80
P38132,100.40
P38330,100.10
P36070,99.60
P40309,97.10
Q2V2P7,97.10
Q03778,96.90
P25043,96.80
P06775,95.90
P32901,94.60
P36064,94.00
Q08108,93.10
P23776,92.80
P39547,92.50
P53322,92.40
P25379,90.60
P53397,89.00
Q08729,89.00
Q12157,89.00
D6W196,87.90
Q12443,87.30
P53728,87.00
P53616,86.90
P39720,86.60
P14736,86.20
P47001,84.50
P08679,84.10
P0CX22,83.80
Q12374,83.50
P29029,83.40
P32476,83.30
Q07821,83.30
P33296,83.10
P53080,81.80
P04817,81.20
P27895,79.00
P38088-2,77.50
Q03533,76.30
P39004,76.00
P38925,75.20
P40850,74.70
P38823,73.80
O13535,73.20
Q08919,72.50
Q2V2Q1,70.80
P53311,70.20
P23585,67.10
P43633,65.70
P0CX26,64.70
P38967,64.20
P12689,63.40
P47002,62.70
P28240,62.10
Q08693,61.80
P07834,60.60
P25334,59.80
Q12331,59.50
Q12433,59.20
Q05998,59.00
P34233,58.90
Q04006,58.30
P47136,58.20
P34244,58.20
P38865,58.10
P32338,56.90
Q12359,56.30
P25649,56.10
Q12045,56.10
P40020,55.90
P53262,54.00
P23285,53.90
P17064,53.30
P41913,52.70
P38084,51.40
P53230,50.20
Q03020,48.80
Q12158,47.40
Q01926,46.90
P06174,45.30
Q12056,44.70
P14180,44.40
P33400,42.80
Q07442,42.80
P06783,41.60
P35179,40.40
Q06177,40.10
P25583,39.70
P40917,39.00
P39520,38.80
Q08422,37.90
P53925,36.90
P38634,36.50
Q04964,36.00
P54784,34.30
P50276,34.20
Q06324,33.70
P47090,33.70
Q12182,33.70
P36135,33.60
P00729,33.50
P53083,32.10
P21268,32.10
P33301,31.00
P24869,31.00
P40472,30.90
P28319,30.60
Q06648,30.10
P25042,29.60
P53615,28.00
P17123,27.90
P36110,27.30
P08153,26.80
P42835,25.40
Q3E7A3,25.00
P38293,24.60
Q05785,23.20
P38285,23.10
P30605,22.10
Q04005,20.60
P0CY09,15.50
P38339,14.60
P53265,14.30
P01149,13.90
Q01589,13.10
Q03178,12.10
P53830,12.00
Q03957,11.60
P00128,10.40
Q12127,10.00
Q04372,8.20
