conc,D/A
225.274,0.228207
225.284,0.238238
225.459,0.249182
225.634,0.261013
225.667,0.235664
225.69,0.207394
225.701,0.241811
225.703,0.217403
225.744,0.237814
225.802,0.27668
225.907,0.230246
226.011,0.238414
226.075,0.233011
226.243,0.219954
226.309,0.220866
226.345,0.221658
226.405,0.236377
226.435,0.235848
226.492,0.214071
226.535,0.217828
226.594,0.235858
226.689,0.19651
226.725,0.219063
226.763,0.20678
226.773,0.242295
226.773,0.262428
226.849,0.254653
226.864,0.227887
226.873,0.177318
226.896,0.219572
226.897,0.232667
226.94,0.215778
226.991,0.229545
227.013,0.225313
227.051,0.25224
227.135,0.294298
227.138,0.200385
227.149,0.240201
227.213,0.223521
227.297,0.226163
227.35,0.234918
227.372,0.225902
227.388,0.212092
227.425,0.236321
227.453,0.230082
227.583,0.238821
227.621,0.245375
227.626,0.255832
227.638,0.255785
227.769,0.225318
227.798,0.212693
227.802,0.237924
227.84,0.186287
227.901,0.244345
227.919,0.225736
227.935,0.188943
227.965,0.242666
228.004,0.258153
228.016,0.274229
228.113,0.25147
228.212,0.221559
228.234,0.173364
228.267,0.206826
228.272,0.219351
228.301,0.212261
228.433,0.194886
228.512,0.272359
228.581,0.209323
228.829,0.19835
228.907,0.198977
229.077,0.207312
229.244,0.211514
229.395,0.249565
229.418,0.241887
229.451,0.24078
229.553,0.204209
229.569,0.232356
229.629,0.259462
229.631,0.234166
229.646,0.216174
229.684,0.214493
229.805,0.231738
229.931,0.23876
229.942,0.248561
229.974,0.245866
229.987,0.245171
229.997,0.222119
230.054,0.251786
230.096,0.253792
230.11,0.277825
230.128,0.244362
230.162,0.257443
230.275,0.206714
230.379,0.201988
230.389,0.185291
230.412,0.200619
230.442,0.25491
230.484,0.230779
230.594,0.288752
230.595,0.192545
230.606,0.195785
230.654,0.192962
230.706,0.229337
230.758,0.23633
230.914,0.26622
230.961,0.243825
231.006,0.230812
231.194,0.21931
231.241,0.210036
231.328,0.207759
231.344,0.206134
231.422,0.236641
231.424,0.21141
231.43,0.248827
231.499,0.248562
231.567,0.252379
231.597,0.235266
231.608,0.241862
231.711,0.207808
231.732,0.234608
231.761,0.255843
231.783,0.25058
231.848,0.222444
231.858,0.225645
231.86,0.249688
231.932,0.236462
231.94,0.252622
231.99,0.199778
232.028,0.229717
232.172,0.230509
232.25,0.244536
232.336,0.248595
232.382,0.22212
232.436,0.198891
232.445,0.248255
232.489,0.20552
232.496,0.223224
232.56,0.212629
232.629,0.222589
232.7,0.230883
232.724,0.255784
232.738,0.216013
232.765,0.245874
232.775,0.25426
232.835,0.218779
232.848,0.234511
232.896,0.224763
232.899,0.234596
232.909,0.23578
232.913,0.29821
232.921,0.243498
232.984,0.238445
232.991,0.242325
233.003,0.27129
233.103,0.256301
233.159,0.230306
233.213,0.247592
233.225,0.257932
233.248,0.210331
233.367,0.257617
233.448,0.237535
233.455,0.227019
233.462,0.178337
233.537,0.260976
233.578,0.256274
233.592,0.239671
233.731,0.194354
233.863,0.243116
233.966,0.282086
234.002,0.257232
234.158,0.222913
234.279,0.238846
234.327,0.197219
234.362,0.21202
234.365,0.256261
234.472,0.21483
234.588,0.253311
234.646,0.219423
234.698,0.26378
234.708,0.240898
234.714,0.244236
234.719,0.198728
234.769,0.195282
234.77,0.225567
234.802,0.235191
234.962,0.188685
234.969,0.231887
235.02,0.211681
235.056,0.247514
235.116,0.220334
235.227,0.196372
235.349,0.228317
235.49,0.210604
235.51,0.185719
235.607,0.174605
235.701,0.240133
235.717,0.214288
235.769,0.204141
235.905,0.266428
235.975,0.245053
235.983,0.237992
235.988,0.211399
235.99,0.246962
235.993,0.229225
236.015,0.237539
236.043,0.234234
236.067,0.248584
236.072,0.262188
236.091,0.212872
236.091,0.243805
236.104,0.19155
236.257,0.260309
236.269,0.236364
236.31,0.262506
236.355,0.264247
236.403,0.265194
236.573,0.241411
236.6,0.23485
236.753,0.215786
236.826,0.203766
236.973,0.265608
237.043,0.293187
237.098,0.243918
237.143,0.211149
237.165,0.264133
237.203,0.229844
237.219,0.26472
237.359,0.23004
237.407,0.204025
237.42,0.201709
237.454,0.205901
237.494,0.24089
237.563,0.175972
237.616,0.203381
237.617,0.203668
237.651,0.20724
237.658,0.215354
237.678,0.207145
237.729,0.264718
237.741,0.215832
237.747,0.244018
237.802,0.177732
237.802,0.19671
237.843,0.229495
237.899,0.19067
238.111,0.22736
238.137,0.224823
238.242,0.221926
238.339,0.210902
238.363,0.199419
238.501,0.231463
238.664,0.230885
238.74,0.212682
238.805,0.226978
238.816,0.206071
238.819,0.221318
238.877,0.261217
238.899,0.23547
238.912,0.235437
238.979,0.19391
239.035,0.200765
239.042,0.234488
239.084,0.19172
239.086,0.201735
239.091,0.268594
239.237,0.209255
239.427,0.227752
239.495,0.247655
239.535,0.260691
239.542,0.197607
239.555,0.256306
239.583,0.172499
239.721,0.262093
239.764,0.252723
239.772,0.236962
239.791,0.224551
239.819,0.254032
239.847,0.24201
239.946,0.242288
239.957,0.243416
240.073,0.249139
240.073,0.24277
240.163,0.211091
240.253,0.218396
240.396,0.226727
240.47,0.253405
240.502,0.233678
240.536,0.256042
240.588,0.226896
240.657,0.271678
240.726,0.275584
240.772,0.206123
240.789,0.25446
240.795,0.216945
240.795,0.27261
240.798,0.274234
240.86,0.180102
240.886,0.223956
241.014,0.225805
241.025,0.237258
241.044,0.189162
241.046,0.219499
241.374,0.213203
241.387,0.227678
241.396,0.258735
241.423,0.210597
241.515,0.226216
241.542,0.261505
241.554,0.264506
241.584,0.211191
241.684,0.243338
241.757,0.199113
241.809,0.200224
241.83,0.189668
241.913,0.215923
241.988,0.224744
242.124,0.229542
242.212,0.235289
242.361,0.235196
242.416,0.260222
242.419,0.274098
242.542,0.239486
242.7,0.24125
242.742,0.206864
242.743,0.22376
242.785,0.241148
242.848,0.222467
242.926,0.205747
242.951,0.217497
242.963,0.216153
243.046,0.217954
243.057,0.226101
243.099,0.257698
243.137,0.252124
243.218,0.267302
243.227,0.215746
243.235,0.217573
243.463,0.292255
243.597,0.215527
243.627,0.227195
243.66,0.201472
243.701,0.259253
243.738,0.228821
243.749,0.235021
243.824,0.183208
243.933,0.246861
243.953,0.253424
243.978,0.211822
243.985,0.23052
244.013,0.204329
244.12,0.24076
244.222,0.202412
244.281,0.228247
244.653,0.249916
244.694,0.259288
244.709,0.253226
244.717,0.215872
244.818,0.214719
244.912,0.191861
245.052,0.251479
245.092,0.231483
245.18,0.232709
245.22,0.248927
245.235,0.235996
245.394,0.226249
245.421,0.271675
245.535,0.229551
245.598,0.237028
245.617,0.213179
245.663,0.200957
245.677,0.208166
245.682,0.196855
245.685,0.215965
246.061,0.231397
246.093,0.253029
246.167,0.215247
246.208,0.19739
246.364,0.205344
246.398,0.187497
246.401,0.250664
246.473,0.251955
246.561,0.221287
246.731,0.207023
246.922,0.200382
246.956,0.240339
247.183,0.26015
247.213,0.236693
247.378,0.235901
247.453,0.181473
247.542,0.221421
247.765,0.225816
247.785,0.226554
247.81,0.206218
247.827,0.269362
247.861,0.220131
248.074,0.197201
248.113,0.270224
248.212,0.210699
248.391,0.243276
248.57,0.23031
248.57,0.225074
248.604,0.17198
248.7,0.213013
248.89,0.237994
249.021,0.252544
249.081,0.20377
249.096,0.213687
249.2,0.224138
249.202,0.222362
249.399,0.198385
249.463,0.244503
249.534,0.243247
249.571,0.215027
249.576,0.231347
249.671,0.189832
249.69,0.232381
249.927,0.21441
249.993,0.267816
250.084,0.237386
250.245,0.253761
250.256,0.269183
250.262,0.200491
250.658,0.210306
250.702,0.209301
250.722,0.226857
251.067,0.259496
251.102,0.193441
251.203,0.205526
251.27,0.289047
251.422,0.200708
251.465,0.239227
251.726,0.210817
251.74,0.255141
252.098,0.212085
252.152,0.23912
252.259,0.201729
252.383,0.245506
252.586,0.197295
252.679,0.229137
252.686,0.194163
252.843,0.238955
252.929,0.203681
252.937,0.226265
253.099,0.219624
253.335,0.262892
253.38,0.207775
253.447,0.214037
253.597,0.281578
253.795,0.195105
253.847,0.227444
253.975,0.25548
254.168,0.22808
254.257,0.227933
254.498,0.226313
254.54,0.232213
254.611,0.223492
254.71,0.265442
254.73,0.216515
255.043,0.260706
255.154,0.205755
255.424,0.245236
255.516,0.22142
255.721,0.228864
255.824,0.230888
255.974,0.217757
256.021,0.234375
256.159,0.262951
256.226,0.219636
256.286,0.207693
256.301,0.204196
256.419,0.221441
256.7,0.182596
256.86,0.204427
257.036,0.216068
257.335,0.264851
257.353,0.237271
257.526,0.194823
257.583,0.254954
257.722,0.225216
257.791,0.246489
258.415,0.214734
258.552,0.220596
258.834,0.228808
259.008,0.219417
259.671,0.207208
259.768,0.237885
260.44,0.288532
261.661,0.254391
261.883,0.223595
262.279,0.239493
262.418,0.225311
262.889,0.199684
263.015,0.231063
263.866,0.217217
264.242,0.227864
264.423,0.227776
264.872,0.192917
264.89,0.275648
266.745,0.257446
267.006,0.251763
272.584,0.228615
281.75,0.183674
